EN_3H	ED_3H	EN_4H	ED_4H	EN_5H	ED_5H	EN_6H	ED_6H	EN_7H	ED_7H	EN_8H	ED_8H	EN_9H	ED_9H	EN_10H	ED_10H	EN_11H	ED_11H	EN_12H	ED_12H	EN_13H	ED_13H	EN_14H	ED_14H	EN_15H	ED_15H	EN_16H	ED_16H	EN_17H	ED_17H	EN_18H	ED_18H	EN_19H	ED_19H
1.302255e+00	2.028199e-01	1.257193e+00	1.164319e-01	1.206050e+00	7.454315e-02	1.155042e+00	5.445706e-02	1.105424e+00	4.488059e-02	1.055440e+00	4.029898e-02	9.989775e-01	3.809629e-02	9.327371e-01	3.703813e-02	8.484238e-01	3.652842e-02	7.437093e-01	3.628498e-02	6.238987e-01	3.617063e-02	4.978687e-01	3.611749e-02	3.764992e-01	3.609322e-02	2.640709e-01	3.608232e-02	1.667171e-01	3.607769e-02	9.259941e-02	3.607587e-02	5.070455e-02	3.607519e-02
