T,PIF4m,PIF5m,PIF,phyB,PR,INT,IAA29m,ATHB2m,CDF1m,FKF1m,FKF1,CDF1,COm,CO,FTm,InducedC1,InducedC2,RepressedC1,PHYAm,phyAr,phyAfr,phyAmarker
0,0.155982645896279,0.221367512769501,15.3754024071641,0.290087654593301,0.290087654594434,3.17224712882342,0.264315039897494,0.129266572851908,0.753118714002625,0.0499220921288596,0.0430403106591828,0.125587300891197,0.44328496329498,0.0192280369210951,0.147073647445544,0.264315039897494,0.767450473189015,0.820853185747402,0.367305238967986,0.38480557460726,0.00737707620703675,0.0801524966451821
0.1,0.166500303817621,0.232034681852746,6.23338472131983,0.843747175498301,0.843747175499564,4.84523262840419,0.257879823701139,0.127613755668392,0.777386989071663,0.0623588100471452,0.0431694738989323,0.129066378728382,0.424166664329048,0.107427434733095,0.143603145805836,0.257879823701139,0.75319942186486,0.812799395475737,0.360250027628307,0.371178204680473,0.0336857291679458,0.0802633793051328
0.2,0.177294175670301,0.242927785847481,2.87971464399635,0.950624811520261,0.950624811520155,7.09733842902213,0.24303948165584,0.124786783013734,0.803546658143541,0.0742872592827367,0.0446199395762263,0.132663244569461,0.405062855420909,0.226058360753649,0.140526969359399,0.24303948165584,0.684447778391714,0.820835822439452,0.345617683368492,0.353319012312267,0.0571997838937646,0.0808023376122247
0.3,0.188364551728379,0.254056660346541,2.3972093475248,0.964541406683777,0.964541406684291,9.1497365418197,0.229141462273444,0.122145982025124,0.831153091516879,0.0831873491500056,0.0469553064094896,0.136375696513298,0.386925516687863,0.334982498524082,0.138032492927775,0.229141462273444,0.619417821228161,0.829315072640893,0.331910490746922,0.337062295567001,0.073583033776625,0.0818451867868936
0.4,0.199679006011567,0.265388080431623,2.42557723501858,0.966256561308939,0.966256561309166,10.9238174280123,0.216178894664831,0.11968455565689,0.859476128748541,0.0895332693601289,0.0497678250736204,0.140204730250994,0.369699435143425,0.433743171718044,0.136180854483961,0.216178894664831,0.56050294198852,0.837639649952815,0.319127184903013,0.322231916137469,0.0845899667093505,0.0832934155305905
0.5,0.211144181822339,0.276807274045396,2.53456752108603,0.966438141804962,0.966438141805097,12.4455176200018,0.204079308444559,0.117387247926177,0.88765464337653,0.093796089948487,0.0527546684014862,0.144150414385088,0.353327431452918,0.523180447444275,0.134938810240266,0.204079308444559,0.507177976776528,0.845802465176576,0.307211154999036,0.308585282578161,0.091666746959892,0.0850105550046838
0.6,0.222862270420841,0.288463915783207,2.6557635588204,0.966491466430011,0.966491466430063,13.7491369432963,0.192797102945612,0.115246670653328,0.914819342193869,0.0963809039792503,0.0556983547395555,0.14820917598411,0.337757309637721,0.603951928025233,0.134225034363671,0.192797102945612,0.45892842299268,0.853803434134609,0.296100646435216,0.295935826182662,0.0958705390093098,0.0868643717664358
0.7,0.234753060643167,0.300250824387013,2.78145100389011,0.966494398167393,0.966494398167458,14.8658691977906,0.182269758875437,0.113249923666507,0.940197164444753,0.0976318838354009,0.0584488936102821,0.152373028545379,0.322941770651122,0.676839959240512,0.133946511861701,0.182269758875437,0.415266353287575,0.861646773598429,0.285740681782582,0.284146924294697,0.0979837600316768,0.0887514535212473
0.8,0.246792183023798,0.312148836119077,2.90959015509254,0.966486992197688,0.96648699219789,15.8224513352254,0.172453709723444,0.111389438507578,0.963189428581542,0.0978357279105254,0.0609088062517506,0.156629654849852,0.308838231330845,0.742200156625487,0.134014645209087,0.172453709723444,0.375760225775845,0.869334518087697,0.276080719241267,0.273116545456428,0.0985838370934255,0.0905960684922561
0.9,0.259081570059076,0.324298032911805,3.03825933447049,0.966506827880795,0.966506827880875,16.6418113232999,0.16329636275714,0.109654541539566,0.9833851168525,0.0972330323051453,0.0630206515275373,0.160963582854942,0.295408497046238,0.800672444368065,0.134351743790295,0.16329636275714,0.340012942991437,0.876870277825964,0.267073884196151,0.262767482366143,0.098095255437779,0.0923484794980271
1,0.27150104391306,0.336537681487118,3.1702262974492,0.966498587274666,0.96649858727488,17.3436982898365,0.154753868212297,0.108036862902992,1.00054922208618,0.0960261229399636,0.0647575309670549,0.165357327697563,0.282618282859186,0.853304126936193,0.13489469653389,0.154753868212297,0.30766691307994,0.884256948941238,0.258676188519142,0.253038235537916,0.0968379668740753,0.0939782795278737
1.1,0.284086834363734,0.348924640690004,3.30267907649595,0.966504107320904,0.966504107320872,17.9449187178958,0.146783522665828,0.106528053726428,1.01461489047459,0.0943766138041173,0.0661149939225572,0.169791925556557,0.270436715505761,0.899642019366933,0.135591182630531,0.146783522665828,0.278398767685361,0.891497333779695,0.250846304283986,0.243878223707229,0.0950548672987106,0.0954670510659655
1.2,0.296810156586306,0.361425309080509,3.43712087864684,0.966507045312277,0.966507045312292,18.4599251202369,0.139349427040775,0.1051215170794,1.02562671690515,0.0924205693285389,0.0671043989478585,0.174248413301337,0.258835803871451,0.939732713859483,0.136394956108312,0.139349427040775,0.251916538479102,0.898594238014011,0.243545724686104,0.235245981325516,0.0929249198465469,0.0968043892367519
1.3,0.309693440779499,0.374072220204562,3.57418568742261,0.966498943608753,0.966498943609115,18.9010819272635,0.132419627070574,0.103811566167122,1.03371488918416,0.0902671296564865,0.0677484043247234,0.178708125791008,0.247789940638442,0.975250704001038,0.137271352453137,0.132419627070574,0.227956485708329,0.905550307425793,0.236738582395497,0.227106170007891,0.090584177442166,0.0979860499939324
