T,PIF4m,PIF5m,PIF,phyB,PR,INT,IAA29m,ATHB2m,CDF1m,FKF1m,FKF1,CDF1,COm,CO,FTm,InducedC1,InducedC2,RepressedC1,PHYAm,phyAr,phyAfr,phyAmarker
0,0.397618303265913,0.472675818575697,42.423122075475,9.18251961612668e-259,0.287324786546636,3.0391060811093,1.05995068943642,1.01910446434276,1.14780936623487,0.0630817747044092,0.0522162221148342,0.228996286721408,0.201406749362222,0.0078855067678644,0.00196459464546592,1.05995068943642,0.993266001897607,0.0351493282477645,1.67987093013307e-13,5.97142080742138e-08,7.02645652913605e-09,0.0800000019954107
0.1,0.422331482262625,0.497172555248431,45.2609604415494,4.18745376105898e-262,0.843272590356625,4.72731951780558,1.08808131112719,1.0750173285873,1.16997226009032,0.0773565980267083,0.0525961064846797,0.233622953554384,0.192379861970708,0.0477474171428418,0.00192782172018028,1.08808131112719,0.995332521957971,0.0345743643981661,1.56883882363543e-13,5.2442104895185e-08,9.36890366996964e-09,0.0800000018996795
0.2,0.446940001593584,0.52136555182734,48.1842326993132,2.03219198441062e-263,0.950485810738171,6.99604603014673,1.08761043213761,1.04512421895898,1.19112868454254,0.0912089651842287,0.0544665756478655,0.238297246109145,0.18347391056434,0.101662642374959,0.00196340983816737,1.08761043213761,0.995051527473233,0.0341551672735897,1.46496658669794e-13,4.5779031712078e-08,1.10083409532332e-08,0.0800000018084291
0.3,0.471270485357935,0.545078512169466,51.1757125896913,2.29821986686718e-264,0.964308420218796,9.06334319508672,1.06507388985664,0.99415500455918,1.21038129880515,0.101883884482593,0.0573591758707834,0.242978566694407,0.175075473533286,0.151200678759983,0.00213858882697974,1.06507388985664,0.992077959346396,0.0339935519324189,1.36794345928576e-13,3.99804585597362e-08,1.18381960453526e-08,0.0800000017215443
0.4,0.495138172423501,0.568122293893502,54.2170998594006,-8.49549556816282e-265,0.966312409908517,10.8496990780267,1.03121725746882,0.940282468890665,1.22690302701598,0.109886295910885,0.0608335911684458,0.247638212839167,0.167156984346399,0.196156703873211,0.00249194598109691,1.03121725746882,0.98686642509662,0.0341287442819878,1.3076223342347e-13,3.72774041226325e-08,1.14791375903693e-08,0.0800000016609206
0.5,0.518541846336073,0.590552901437544,57.2898158612192,-2.65306939062721e-265,0.966387940508155,12.3818962102719,0.992436800103917,0.887592394622168,1.24005908029191,0.115717070117423,0.0645655018069751,0.252254052384275,0.159690819412628,0.236864278633873,0.00303941384023677,0.992436800103917,0.980108222587453,0.0345390582274326,1.24730120918363e-13,3.45743496855288e-08,1.11200791353859e-08,0.080000001600297
0.6,0.541491803917634,0.612423324932204,60.3794467484786,2.37866279702253e-265,0.966146034218783,13.6938868662838,0.952239036820433,0.837406480438109,1.24945222765807,0.119811150392411,0.0683175334659811,0.256806823270496,0.152651235435925,0.27377252942443,0.00378273980305969,0.952239036820433,0.972476101624186,0.035170577071823,1.18698008413257e-13,3.18712952484251e-08,1.07610206804026e-08,0.0800000015396733
0.7,0.563833879089934,0.633563913175046,63.4721510856602,-4.12941901136023e-266,0.966294698113904,14.8174472707393,0.91254441953207,0.790164984304168,1.25492840218437,0.122539242959673,0.0719234764753332,0.261278949630448,0.146014250965629,0.307246714468069,0.00471419200724198,0.91254441953207,0.964538800134323,0.0359575057321678,1.1266589590815e-13,2.91682408113215e-08,1.04019622254192e-08,0.0800000014790496
0.8,0.585607600851875,0.654059993529854,66.5552332008185,-3.03126680663172e-266,0.966357056787491,15.7801432948184,0.874326009708335,0.745935414639425,1.25655540754954,0.124209500885165,0.0752771718255918,0.265654227693257,0.139757549011402,0.337531637993953,0.00581920397748451,0.874326009708335,0.956731161250176,0.0368352152231014,1.06633783403044e-13,2.64651863742178e-08,1.00429037704359e-08,0.0800000014184259
0.9,0.606679732413036,0.67376373760685,69.6165464875154,2.13390026868235e-266,0.96658034979265,16.6047889378887,0.838060714473183,0.704542090090284,1.25457456762034,0.125069152683651,0.0783216956701459,0.269918529925714,0.133860462822005,0.364754248883299,0.00707863241743815,0.838060714473183,0.949342215295347,0.0377507460275345,1.00601670897937e-13,2.37621319371141e-08,9.68384531545255e-09,0.0800000013578022
1,0.627042337129363,0.692692714640951,72.6446396417705,9.70140225928227e-267,0.966516685796502,17.3114197352659,0.804097533581693,0.665833638697287,1.24928444449142,0.125334267008039,0.0810206673741173,0.27405895898691,0.128303199393459,0.389046105706982,0.00847211429673334,0.804097533581693,0.942589444387187,0.0386601332976209,9.45695583928307e-14,2.10590775000104e-08,9.32478686046921e-09,0.0800000012971785
1.1,0.646632264467208,0.710787836565552,75.6288798877146,-2.32540669681896e-267,0.966476386412169,17.9168647437246,0.772617358964859,0.629712905765945,1.24104535027928,0.125176715873057,0.0833651937758189,0.278064065489106,0.1230672235607,0.410616942899726,0.00997847436049515,0.772617358964859,0.936595181586072,0.0395320895215823,8.85374458877242e-14,1.83560230629068e-08,8.96572840548587e-09,0.0800000012365549
1.2,0.665540040852653,0.728187539243906,78.560867796764,-2.01692724637236e-267,0.966479912134536,18.4355336726851,0.743691444478922,0.596104081916658,1.23023466741492,0.124731339541938,0.0853660365036852,0.281923765480915,0.118135168241799,0.429743494631538,0.0115774316593012,0.743691444478922,0.931411204289441,0.0403460517998029,8.25053333826177e-14,1.56529686258031e-08,8.60666995050252e-09,0.0800000011759312
