T,PIF4m,PIF5m,PIF,phyB,PR,INT,IAA29m,ATHB2m,CDF1m,FKF1m,FKF1,CDF1,COm,CO,FTm,InducedC1,InducedC2,RepressedC1,PHYAm,phyAr,phyAfr,phyAmarker
1.8,0.138347297477206,0.18394973951228,4.95596323981526,0.275181381387856,0.275181381387708,11.526528652094,0.143970759916921,0.0860472901563927,0.091842799539044,0.873135542467575,0.807535576462557,0.0043213427029832,0.719426186115233,0.0279071518674082,0.577932375277401,0.0362252065961299,0.000924428310491923,1.17980290534988,0.143004974880591,0.212265815718593,0.000931126332696107,0.0850759608451829
1.9,0.131790342786722,0.177502404635653,5.01513650494832,0.256752763929677,0.256752763929539,11.0107167173944,0.143965395081241,0.086025163534061,0.0941280150210202,0.843398413413871,0.790185644340896,0.00453581139926537,0.726507216388308,0.0276347485053232,0.564102135937008,0.0362198417604216,0.00116065407289166,1.18113374117274,0.142999744776677,0.215679863593457,0.000890631255797556,0.0848286392565365
2,0.125509673858457,0.171444265151391,5.07194194219578,0.239558153145511,0.239558153145383,10.519361367238,0.143961607296612,0.0860046324507156,0.0964888325100065,0.813511810984134,0.77202437958473,0.0047716804586736,0.733378715719899,0.0273692648001745,0.550602901149865,0.036216053975766,0.00145552165829357,1.18242305890104,0.142996091507268,0.21892275331588,0.000862872793548489,0.0845933747205165
2.1,0.119521208175377,0.16576689549621,5.12730236759306,0.223515213155033,0.223515213154914,10.0522320526771,0.143959582482358,0.0859856135047816,0.0989269290676055,0.783602414380988,0.753149528887673,0.00502935701730559,0.740047919935594,0.027110467593563,0.537426339150311,0.0362140291614968,0.00182203822382416,1.18366806071643,0.142994201213864,0.222003460902144,0.000844627308223066,0.0843695828009889
2.2,0.113832705384924,0.160456166498083,5.18199020914304,0.208546885212353,0.208546885212241,9.60894992055877,0.143959556476829,0.0859680338422654,0.10144428015779,0.753796062879246,0.733659471081058,0.00530932029876811,0.746521162546927,0.0268577450034549,0.524564198313633,0.0362140031559721,0.00227574885631668,1.18486524790321,0.142994310000772,0.224930491550866,0.000833406648603532,0.0841566996330758
2.3,0.108455707406318,0.155507203344336,5.23614779106135,0.194580738917375,0.19458073891727,9.18903698501378,0.14396183968873,0.0859518324918774,0.104042919413892,0.724183502177759,0.713649811091221,0.00561200753997146,0.752803613536864,0.0266114687076421,0.5120093536192,0.0362162863678873,0.00283563068901093,1.18601004855253,0.142996716133972,0.227711879191764,0.000827376096107665,0.0839541871907049
2.4,0.103387944611076,0.150902578490857,5.28988723681391,0.181550092047777,0.181550092047679,8.79178567388789,0.143966790852417,0.0859369594914665,0.106725381459754,0.694859094680735,0.693216766597521,0.00593795776548109,0.758899499073389,0.0263716985908729,0.499754682908978,0.0362212375315933,0.00352299853778398,1.18709721597922,0.143001819602196,0.230355118734831,0.000825269071927706,0.0837615464956921
2.5,0.0986273918587457,0.14662771655485,5.34330844808027,0.169391879757237,0.169391879757146,8.41650362348249,0.143974870968601,0.0859233779532848,0.109494214301055,0.665917652971806,0.672450394610168,0.00628767662782867,0.764812360800417,0.0261396310598531,0.487793720410457,0.0362293176477863,0.0043634220117357,1.18812002040899,0.143010059380021,0.232867560169046,0.000825922936161702,0.0835782894101121
2.6,0.094166387247607,0.142664385129591,5.39680839961861,0.158047645434145,0.15804764543406,8.06238190403307,0.14398664081525,0.0859110650677003,0.112352172040668,0.637447465318876,0.6514401378697,0.00666170438578571,0.770544881806017,0.0259149865116244,0.476119504594302,0.0362410874944352,0.00538671156397078,1.18907035151689,0.143022029922762,0.235256001515917,0.000828614314074391,0.0834039833805512
2.7,0.089995026152381,0.138993872727096,5.45127211294993,0.147462658076719,0.14746265807664,7.72859401308175,0.144002783986517,0.085900013030995,0.115302082366199,0.609541022356436,0.630271422586541,0.00706057979888111,0.776099099721467,0.0256966871874855,0.464724694682332,0.0362572306657009,0.00662765964920967,1.18993837014985,0.143038310435776,0.237527335760254,0.00083253582292001,0.0832381811508378
